salario;sexo;estadocivil;edad;tiempoempleo;vivienda;tiemporesidencia;telefono;trabajo;historialcredito;diasatraso;proposito;montodecredito;plazo;cuentaahorro;otraspropiedades;fiador;creditosexistentes;personastrabajan;resultado
1;Masculino;Soltero;37;1<=X<4;Propio;3;No;Empleado;creditos pagados;0;Educacion;3651;12;>=10;Terreno-Construccion;ninguno;1;2;Bueno
1;Masculino;divorciado/separado;27;1<=X<4;Propio;2;No;Empleado;creditos existentes;0;Aumento capital;975;12;<1;Terreno-Construccion;ninguno;2;1;Bueno
2;Femenino;divorciada/separada;45;1<=X<4;Propio;2;No;Empleado;creditos pagados;0;Reparaciones;2631;18;1<=X<5;Casa;ninguno;1;1;Bueno
2;Masculino;Soltero;29;<1;Propio;1;No;Empleado;creditos pagados;0;Electrodomestico;2896;24;1<=X<5;Automovil;ninguno;1;1;Bueno
1;Masculino;Soltero;44;<1;Propio;3;No;Obrero/Agricultor;creditos existentes;0;Aumento capital;4716;24;No;Casa;ninguno;2;2;Bueno
0;Masculino;Soltero;28;4<=X<7;Propio;2;Si;Empleado;creditos pagados;0;Electrodomestico;2284;24;<1;Automovil;ninguno;1;1;Bueno
0;Masculino;Soltero;50;1<=X<4;Alquilada;4;No;Empleado;creditos pagados;0;Educacion;1236;6;5<=X<10;Terreno-Construccion;ninguno;1;1;Bueno
2;Masculino;Soltero;29;4<=X<7;Propio;2;No;Empleado;creditos pagados;0;Electrodomestico;1103;12;<1;Casa;garante;2;1;Bueno
0;Femenino;divorciada/separada;38;Desempleado;Propio;2;No;Empleado;creditos existentes;0;Electrodomestico;926;12;<1;Terreno-Construccion;ninguno;1;1;Bueno
0;Masculino;Soltero;26;1<=X<4;Propio;2;No;Empleado;creditos existentes;0;Electrodomestico;1800;18;<1;Automovil;ninguno;2;1;Bueno
3;Masculino;Soltero;40;>=7;Alquilada;4;Si;Profesional/calificado;creditos pagados;0;Educacion;1905;15;<1;Automovil;ninguno;1;1;Bueno
0;Femenino;divorciada/separada;39;1<=X<4;Alquilada;3;No;Empleado;creditos pagados;0;Aumento capital;1123;12;5<=X<10;Automovil;ninguno;1;1;Malo
1;Masculino;Soltero;46;>=7;Alquilada;4;Si;Empleado;creditos existentes;0;Automovil;6331;36;<1;Ninguno;ninguno;2;1;Malo
3;Femenino;divorciada/separada;47;>=7;Alquilada;2;Si;Empleado;creditos pagados;0;Electrodomestico;1377;18;1<=X<5;Ninguno;ninguno;1;1;Bueno
2;Masculino;Soltero;41;>=7;Propio;2;No;Empleado;creditos pagados con retraso;1;Aumento capital;2503;18;1<=X<5;Terreno-Construccion;ninguno;2;1;Bueno
2;Femenino;divorciada/separada;32;<1;Propio;1;Si;Empleado;creditos pagados;0;Aumento capital;2528;18;<1;Terreno-Construccion;ninguno;1;2;Bueno
0;Femenino;divorciada/separada;35;>=7;Alquilada;3;No;Empleado;creditos pagados;0;Automovil;5324;24;5<=X<10;Ninguno;ninguno;1;1;Bueno
2;Masculino;Soltero;34;4<=X<7;Propio;2;No;Empleado;creditos pagados;0;Automovil;6560;30;1<=X<5;Terreno-Construccion;ninguno;1;1;Malo
2;Femenino;divorciada/separada;34;<1;Alquilada;3;No;Empleado;sin creditos;0;Aumento capital;2969;12;<1;Terreno-Construccion;ninguno;2;1;Malo
2;Femenino;divorciada/separada;34;>=7;Propio;3;No;Empleado;creditos pagados;0;Electrodomestico;1206;9;<1;Casa;ninguno;1;1;Bueno
2;Masculino;Soltero;37;1<=X<4;Propio;2;No;Obrero/Agricultor;creditos pagados;0;Electrodomestico;2118;9;<1;Casa;ninguno;1;2;Bueno
0;Masculino;Soltero;32;>=7;Propio;3;Si;Profesional/calificado;creditos existentes;0;Electrodomestico;629;6;5<=X<10;Terreno-Construccion;ninguno;2;1;Bueno
1;Femenino;divorciada/separada;35;>=7;Alquilada;3;No;Empleado;creditos pagados;0;Educacion;1198;6;<1;Ninguno;ninguno;1;1;Malo
0;Masculino;Soltero;46;>=7;Propio;4;Si;Profesional/calificado;creditos pagados;0;Educacion;2476;21;No;Casa;ninguno;1;1;Bueno
1;Masculino;Soltero;25;1<=X<4;Propio;2;No;Obrero/Agricultor;creditos existentes;0;Electrodomestico;1138;9;<1;Casa;ninguno;2;1;Bueno
2;Masculino;Soltero;31;4<=X<7;Propio;2;Si;Profesional/calificado;creditos pagados;0;Automovil;14027;48;<1;Ninguno;ninguno;1;1;Malo
0;Masculino;Soltero;53;>=7;Propio;4;No;Empleado;creditos existentes;0;Automovil;7596;30;No;Automovil;ninguno;2;1;Bueno
0;Masculino;Soltero;40;>=7;Propio;2;Si;Empleado;creditos existentes;0;Electrodomestico;3077;24;No;Automovil;ninguno;2;2;Bueno
0;Masculino;Soltero;32;1<=X<4;Alquilada;2;Si;Profesional/calificado;creditos pagados;0;Electrodomestico;1505;18;<1;Ninguno;ninguno;1;1;Bueno
3;Masculino;Soltero;31;1<=X<4;Propio;2;Si;Empleado;creditos existentes;0;Electrodomestico;3148;24;No;Automovil;ninguno;2;1;Bueno
2;Masculino;Casado;34;>=7;Propio;2;Si;Empleado;sin creditos;0;Automovil;6148;20;1<=X<5;Automovil;ninguno;2;1;Bueno
3;Masculino;Soltero;34;<1;Propio;2;Si;Profesional/calificado;sin creditos;0;Electrodomestico;1337;9;<1;Automovil;ninguno;2;1;Malo
2;Femenino;Soltera;26;<1;Alquilada;2;No;Empleado;creditos pagados;0;Educacion;600;6;<1;Terreno-Construccion;ninguno;1;2;Malo
1;Femenino;divorciada/separada;24;1<=X<4;Propio;2;No;Empleado;creditos pagados;0;Educacion;1228;12;<1;Casa;ninguno;1;1;Malo
2;Femenino;divorciada/separada;66;1<=X<4;Propio;3;No;Empleado;creditos pagados;0;Electrodomestico;790;9;5<=X<10;Casa;ninguno;1;1;Bueno
0;Femenino;Soltera;27;1<=X<4;Alquilada;2;No;Empleado;creditos pagados;0;Reparaciones;2570;27;<1;Maquinaria;ninguno;1;1;Malo
0;Femenino;divorciada/separada;41;1<=X<4;Propio;2;No;Empleado;creditos existentes;0;Electrodomestico;1200;6;>=10;Casa;ninguno;2;1;Bueno
0;Masculino;Casado;47;1<=X<4;Propio;2;No;Obrero/Agricultor;creditos existentes;0;Electrodomestico;1316;15;5<=X<10;Terreno-Construccion;ninguno;2;1;Bueno
1;Femenino;divorciada/separada;30;1<=X<4;Alquilada;2;No;Empleado;creditos pagados;0;Electrodomestico;1882;18;<1;Automovil;ninguno;2;1;Malo
2;Femenino;divorciada/separada;59;>=7;Alquilada;3;No;Empleado;creditos pagados;0;Aumento capital;6416;48;<1;Ninguno;ninguno;1;1;Malo
3;Masculino;divorciado/separado;36;1<=X<4;Propio;2;Si;Empleado;creditos existentes;0;Aumento capital;1275;18;>=10;Casa;ninguno;2;1;Bueno
2;Masculino;Soltero;33;<1;Propio;2;No;Empleado;creditos pagados con retraso;1;Electrodomestico;6403;24;<1;Automovil;ninguno;1;1;Bueno
1;Masculino;Soltero;29;1<=X<4;Alquilada;2;No;Obrero/Agricultor;creditos pagados;0;Electrodomestico;1987;24;<1;Maquinaria;ninguno;1;2;Malo
2;Femenino;divorciada/separada;44;4<=X<7;Propio;2;No;Empleado;creditos pagados;0;Electrodomestico;760;8;<1;Casa;garante;1;1;Bueno
0;Femenino;divorciada/separada;51;1<=X<4;Alquilada;4;Si;Empleado;creditos pagados;0;Electrodomestico;2603;24;>=10;Automovil;ninguno;1;1;Bueno
0;Femenino;divorciada/separada;37;4<=X<7;Propio;1;No;Empleado;creditos existentes;0;Reparaciones;3380;18;<1;Casa;ninguno;1;2;Bueno
2;Femenino;divorciada/separada;29;<1;Propio;2;No;Empleado;creditos pagados;0;Electrodomestico;3990;24;No;Ninguno;ninguno;1;1;Bueno
2;Femenino;divorciada/separada;33;1<=X<4;Alquilada;2;No;Profesional/calificado;creditos pagados;0;Automovil;11560;36;<1;Automovil;ninguno;2;1;Malo
1;Masculino;Soltero;35;1<=X<4;Propio;2;Si;Obrero/Agricultor;creditos pagados;0;Aumento capital;4380;18;1<=X<5;Automovil;ninguno;1;2;Bueno
0;Masculino;Soltero;45;4<=X<7;Propio;3;Si;Profesional/calificado;creditos existentes;0;Automovil;6761;24;<1;Ninguno;ninguno;2;2;Bueno
2;Femenino;divorciada/separada;28;1<=X<4;Alquilada;2;No;Empleado;sin creditos;0;Aumento capital;4280;24;1<=X<5;Automovil;ninguno;2;1;Malo
1;Masculino;Soltero;32;4<=X<7;Propio;3;No;Empleado;creditos pagados;0;Educacion;2325;18;1<=X<5;Automovil;ninguno;1;1;Bueno
2;Masculino;Soltero;28;1<=X<4;Propio;2;No;Obrero/Agricultor;creditos pagados;0;Electrodomestico;1048;10;<1;Casa;ninguno;1;1;Bueno
0;Masculino;Soltero;41;>=7;Propio;3;Si;Empleado;creditos pagados;0;Electrodomestico;3160;21;No;Terreno-Construccion;ninguno;1;1;Bueno
1;Masculino;Soltero;24;1<=X<4;Propio;2;Si;Empleado;creditos pagados;0;Aumento capital;2483;24;5<=X<10;Casa;ninguno;1;1;Bueno
1;Masculino;Soltero;30;4<=X<7;Propio;2;Si;Profesional/calificado;creditos existentes;0;Aumento capital;14179;36;No;Terreno-Construccion;ninguno;2;1;Bueno
1;Masculino;Soltero;28;<1;Propio;1;No;Obrero/Agricultor;creditos existentes;0;Aumento capital;1797;13;<1;Terreno-Construccion;ninguno;2;1;Bueno
1;Femenino;divorciada/separada;33;Desempleado;Alquilada;2;No;Empleado;creditos pagados;0;Electrodomestico;2511;15;<1;Automovil;ninguno;1;1;Bueno
1;Femenino;divorciada/separada;37;<1;Propio;1;No;Empleado;creditos pagados;0;Electrodomestico;1274;12;<1;Casa;ninguno;1;1;Malo
0;Masculino;Soltero;26;1<=X<4;Propio;2;No;Empleado;creditos pagados;0;Automovil;5248;21;No;Automovil;ninguno;1;1;Bueno
0;Masculino;Soltero;33;4<=X<7;Propio;2;No;Empleado;creditos pagados;0;Reparaciones;3029;15;<1;Automovil;ninguno;1;1;Bueno
1;Femenino;divorciada/separada;49;>=7;Propio;1;Si;Empleado;creditos pagados;0;Aumento capital;600;6;<1;Terreno-Construccion;ninguno;1;1;Bueno
1;Femenino;divorciada/separada;43;<1;Propio;2;No;Empleado;creditos pagados;0;Educacion;976;12;<1;Automovil;ninguno;1;1;Malo
2;Femenino;divorciada/separada;43;4<=X<7;Alquilada;4;No;Empleado;creditos pagados;0;Aumento capital;841;12;1<=X<5;Maquinaria;ninguno;1;1;Bueno
0;Femenino;divorciada/separada;35;4<=X<7;Propio;2;No;Empleado;creditos existentes;0;Electrodomestico;5771;30;<1;Automovil;ninguno;2;1;Bueno
0;Masculino;Casado;55;>=7;Alquilada;4;No;Empleado;creditos pagados con retraso;1;Reparaciones;1555;12;>=10;Ninguno;ninguno;2;2;Malo
1;Femenino;divorciada/separada;32;4<=X<7;Alquilada;3;No;Empleado;creditos pagados;0;Electrodomestico;1285;24;No;Ninguno;ninguno;1;1;Malo
3;Masculino;Casado;55;1<=X<4;Propio;1;No;Obrero/Agricultor;creditos existentes;0;Electrodomestico;1299;6;<1;Casa;ninguno;3;2;Bueno
3;Masculino;Soltero;39;1<=X<4;Alquilada;2;Si;Empleado;creditos existentes;0;Electrodomestico;1271;15;No;Ninguno;ninguno;2;1;Malo
0;Masculino;Soltero;31;1<=X<4;Propio;2;Si;Empleado;creditos pagados;0;Electrodomestico;1393;24;<1;Casa;garante;1;1;Bueno
1;Masculino;Soltero;35;>=7;Propio;3;No;Empleado;creditos existentes;0;Educacion;691;10;<1;Terreno-Construccion;ninguno;2;1;Malo
0;Femenino;divorciada/separada;59;>=7;Propio;4;Si;Empleado;creditos existentes;0;Automovil;5045;15;No;Automovil;ninguno;1;1;Bueno
1;Femenino;divorciada/separada;34;1<=X<4;Alquilada;2;No;Empleado;creditos existentes;0;Aumento capital;2124;18;<1;Maquinaria;ninguno;2;1;Malo
1;Masculino;Soltero;36;1<=X<4;Propio;3;No;Obrero/Agricultor;creditos pagados;0;Electrodomestico;2214;12;<1;Terreno-Construccion;ninguno;1;1;Bueno
0;Masculino;Soltero;34;>=7;Alquilada;2;Si;Profesional/calificado;creditos existentes;0;Automovil;12680;30;No;Ninguno;ninguno;1;1;Malo
0;Masculino;Casado;28;4<=X<7;Propio;2;Si;Empleado;creditos existentes;0;Electrodomestico;2463;18;1<=X<5;Terreno-Construccion;ninguno;2;1;Bueno
2;Masculino;Casado;40;>=7;Propio;3;No;Obrero/Agricultor;creditos pagados;0;Electrodomestico;1155;12;<1;Casa;garante;2;1;Bueno
1;Masculino;divorciado/separado;31;<1;Propio;2;No;Obrero/Agricultor;creditos pagados;0;Aumento capital;3108;30;<1;Terreno-Construccion;ninguno;1;1;Malo
0;Femenino;divorciada/separada;31;<1;Alquilada;2;No;Empleado;creditos pagados;0;Electrodomestico;2901;10;No;Maquinaria;ninguno;1;1;Bueno
2;Masculino;Soltero;28;>=7;Alquilada;2;Si;Empleado;creditos existentes;0;Aumento capital;3617;18;<1;Automovil;ninguno;3;1;Bueno
0;Masculino;Casado;61;>=7;Propio;4;Si;Obrero/Agricultor;creditos existentes;0;Electrodomestico;1655;12;<1;Casa;ninguno;2;1;Bueno
1;Femenino;divorciada/separada;36;>=7;Alquilada;3;No;Empleado;creditos pagados;0;Electrodomestico;2812;24;No;Maquinaria;ninguno;1;1;Bueno
1;Femenino;divorciada/separada;35;1<=X<4;Propio;2;Si;Profesional/calificado;creditos existentes;0;Educacion;8065;36;<1;Ninguno;ninguno;2;1;Malo
0;Masculino;Soltero;36;>=7;Propio;3;Si;Profesional/calificado;creditos existentes;0;Electrodomestico;3275;21;<1;Automovil;ninguno;1;1;Bueno
0;Masculino;Soltero;52;>=7;Propio;4;No;Empleado;creditos existentes;0;Electrodomestico;2223;24;1<=X<5;Terreno-Construccion;ninguno;2;1;Bueno
3;Masculino;Casado;66;Desempleado;Alquilada;4;No;Obrero/Agricultor;creditos existentes;0;Educacion;1480;12;5<=X<10;Ninguno;ninguno;3;1;Bueno
1;Femenino;divorciada/separada;35;1<=X<4;Alquilada;3;No;Empleado;creditos pagados;0;Reparaciones;1371;24;No;Maquinaria;ninguno;1;1;Malo
0;Masculino;Soltero;37;4<=X<7;Propio;3;Si;Empleado;creditos existentes;0;Reparaciones;3535;24;<1;Automovil;ninguno;2;1;Bueno
1;Femenino;divorciada/separada;35;4<=X<7;Propio;1;No;Empleado;creditos pagados;0;Electrodomestico;3509;24;<1;Casa;garante;1;1;Bueno
0;Masculino;Soltero;38;>=7;Propio;2;Si;Profesional/calificado;creditos existentes;0;Automovil;5711;36;>=10;Automovil;ninguno;2;1;Bueno
2;Femenino;divorciada/separada;55;Desempleado;Propio;4;Si;Empleado;creditos pagados;0;Reparaciones;3872;18;<1;Automovil;ninguno;1;1;Bueno
2;Masculino;Soltero;25;4<=X<7;Propio;2;No;Empleado;creditos existentes;0;Electrodomestico;4933;24;<1;Casa;garante;2;1;Malo
0;Masculino;Soltero;42;>=7;Propio;4;Si;Empleado;creditos existentes;0;Reparaciones;1940;18;>=10;Casa;ninguno;1;1;Bueno
2;Masculino;Soltero;31;1<=X<4;Propio;2;Si;Obrero/Agricultor;sin creditos;0;Educacion;1410;12;<1;Casa;ninguno;1;1;Bueno
2;Femenino;Soltera;28;<1;Propio;2;No;Empleado;creditos pagados;0;Reparaciones;836;12;<1;Terreno-Construccion;ninguno;1;1;Malo
2;Masculino;divorciado/separado;60;Desempleado;Propio;4;Si;Profesional/calificado;creditos pagados;0;Automovil;6468;20;No;Casa;ninguno;1;1;Bueno
2;Masculino;Soltero;35;1<=X<4;Propio;2;Si;Obrero/Agricultor;creditos pagados;0;Aumento capital;1941;18;>=10;Terreno-Construccion;ninguno;1;1;Bueno
0;Masculino;Soltero;40;>=7;Propio;4;No;Empleado;creditos pagados;0;Electrodomestico;2675;22;5<=X<10;Automovil;ninguno;1;1;Bueno
0;Masculino;Soltero;38;>=7;Propio;3;Si;Empleado;creditos existentes;0;Reparaciones;2751;18;No;Automovil;ninguno;2;2;Bueno
2;Masculino;Casado;50;>=7;Alquilada;4;No;Empleado;creditos pagados con retraso;1;Educacion;6224;24;<1;Ninguno;ninguno;1;1;Malo
1;Masculino;Soltero;27;1<=X<4;Propio;2;Si;Empleado;creditos existentes;0;Educacion;5998;30;<1;Ninguno;ninguno;1;1;Malo
2;Femenino;divorciada/separada;39;>=7;Propio;2;No;Empleado;creditos pagados;0;Aumento capital;1188;12;<1;Terreno-Construccion;ninguno;1;2;Malo
0;Masculino;Soltero;41;>=7;Propio;4;Si;Profesional/calificado;creditos pagados;0;Automovil;6313;24;No;Automovil;ninguno;1;2;Bueno
0;Masculino;Casado;27;1<=X<4;Propio;2;No;Empleado;creditos existentes;0;Aumento capital;1221;10;No;Terreno-Construccion;ninguno;2;1;Bueno
3;Masculino;divorciado/separado;51;>=7;Alquilada;4;No;Empleado;creditos pagados;0;Aumento capital;2892;18;<1;Ninguno;ninguno;1;1;Bueno
0;Masculino;Soltero;32;>=7;Alquilada;3;Si;Empleado;creditos pagados;0;Aumento capital;3062;24;5<=X<10;Ninguno;ninguno;1;1;Bueno
0;Femenino;divorciada/separada;35;<1;Alquilada;3;No;Empleado;creditos pagados;0;Aumento capital;2301;12;1<=X<5;Terreno-Construccion;ninguno;1;1;Bueno
1;Masculino;Casado;51;>=7;Alquilada;3;Si;Empleado;creditos pagados;0;Automovil;7511;18;No;Terreno-Construccion;ninguno;1;2;Malo
0;Femenino;divorciada/separada;32;<1;Alquilada;3;No;Empleado;creditos existentes;0;Aumento capital;1258;12;<1;Terreno-Construccion;ninguno;2;1;Bueno
0;Masculino;Casado;54;>=7;Propio;4;Si;Empleado;creditos pagados con retraso;1;Educacion;1200;12;No;Automovil;ninguno;2;1;Bueno
2;Masculino;Soltero;35;<1;Propio;2;No;Obrero/Agricultor;creditos pagados;0;Educacion;1549;9;No;Casa;ninguno;1;1;Bueno
0;Masculino;Soltero;54;>=7;Alquilada;4;No;Empleado;creditos existentes;0;Educacion;1597;24;<1;Ninguno;ninguno;2;2;Bueno
2;Femenino;divorciada/separada;48;>=7;Alquilada;4;Si;Empleado;creditos existentes;0;Electrodomestico;1795;18;<1;Maquinaria;garante;2;1;Bueno
1;Femenino;divorciada/separada;34;>=7;Propio;3;No;Empleado;creditos existentes;0;Aumento capital;4272;24;<1;Terreno-Construccion;ninguno;2;1;Bueno
0;Masculino;Soltero;35;>=7;Propio;3;No;Empleado;creditos existentes;0;Electrodomestico;976;12;No;Automovil;ninguno;2;1;Bueno
2;Femenino;divorciada/separada;42;Desempleado;Alquilada;2;No;Empleado;creditos pagados;0;Automovil;7472;24;No;Maquinaria;ninguno;1;1;Bueno
1;Masculino;Soltero;34;4<=X<7;Propio;1;Si;Empleado;creditos pagados;0;Automovil;9271;36;<1;Automovil;ninguno;1;1;Malo
2;Masculino;Casado;26;<1;Propio;2;No;Obrero/Agricultor;creditos pagados;0;Electrodomestico;590;6;<1;Casa;ninguno;1;1;Bueno
0;Masculino;Casado;56;>=7;Propio;4;No;Empleado;creditos existentes;0;Electrodomestico;930;12;No;Casa;ninguno;4;1;Bueno
2;Masculino;Casado;55;Desempleado;Alquilada;2;Si;Profesional/calificado;creditos pagados;0;Automovil;9283;42;<1;Ninguno;ninguno;1;1;Bueno
2;Femenino;divorciada/separada;36;<1;Alquilada;1;No;Empleado;sin creditos;0;Electrodomestico;1778;15;<1;Maquinaria;ninguno;2;1;Malo
2;Masculino;Casado;28;<1;Propio;2;Si;Empleado;creditos pagados;0;Aumento capital;907;8;<1;Casa;ninguno;1;1;Bueno
2;Masculino;Casado;28;4<=X<7;Propio;2;No;Obrero/Agricultor;creditos pagados;0;Electrodomestico;600;6;<1;Casa;garante;1;1;Bueno
1;Masculino;Soltero;29;4<=X<7;Propio;2;Si;Empleado;creditos existentes;0;Automovil;9629;36;<1;Automovil;ninguno;2;1;Malo
1;Masculino;Soltero;44;1<=X<4;Propio;4;No;Empleado;creditos pagados;0;Electrodomestico;3051;24;<1;Automovil;ninguno;1;1;Malo
1;Masculino;Soltero;46;4<=X<7;Alquilada;4;No;Empleado;creditos pagados;0;Reparaciones;3931;24;<1;Ninguno;ninguno;1;2;Malo
2;Femenino;divorciada/separada;54;1<=X<4;Alquilada;2;No;Empleado;creditos pagados con retraso;2;Automovil;7432;36;<1;Terreno-Construccion;ninguno;1;1;Bueno
0;Masculino;divorciado/separado;62;1<=X<4;Propio;4;No;Empleado;creditos pagados;0;Electrodomestico;1338;6;5<=X<10;Casa;ninguno;1;1;Bueno
0;Femenino;divorciada/separada;34;4<=X<7;Alquilada;2;Si;Empleado;creditos existentes;0;Electrodomestico;1554;6;<1;Automovil;ninguno;2;1;Bueno
1;Masculino;divorciado/separado;43;Desempleado;Propio;3;No;Profesional/calificado;creditos pagados;0;Otros;15857;36;<1;Automovil;co-solicitante;1;1;Bueno
1;Masculino;Casado;26;1<=X<4;Propio;2;No;Empleado;creditos pagados;0;Electrodomestico;1345;12;<1;Casa;ninguno;1;1;Malo
0;Masculino;Casado;27;1<=X<4;Propio;2;Si;Empleado;creditos pagados;0;Reparaciones;1101;12;<1;Casa;ninguno;2;1;Bueno
3;Masculino;Casado;26;1<=X<4;Propio;1;No;Empleado;creditos pagados;0;Electrodomestico;3016;24;<1;Automovil;ninguno;1;1;Bueno
1;Masculino;Soltero;41;>=7;Propio;2;No;Empleado;creditos pagados;0;Aumento capital;2712;24;<1;Terreno-Construccion;ninguno;1;2;Malo
1;Masculino;Soltero;47;>=7;Propio;4;No;Obrero/Agricultor;creditos existentes;0;Reparaciones;731;8;<1;Casa;ninguno;2;1;Bueno
0;Masculino;divorciado/separado;35;<1;Propio;2;Si;Profesional/calificado;creditos existentes;0;Aumento capital;3780;18;<1;Automovil;ninguno;2;1;Bueno
1;Masculino;Casado;30;>=7;Propio;3;Si;Empleado;creditos existentes;0;Reparaciones;1602;18;<1;Automovil;ninguno;2;1;Bueno
1;Femenino;divorciada/separada;33;>=7;Alquilada;2;Si;Empleado;creditos existentes;0;Reparaciones;3966;18;<1;Maquinaria;ninguno;3;1;Malo
0;Masculino;Soltero;36;1<=X<4;Propio;2;No;Empleado;sin creditos;0;Aumento capital;4165;18;<1;Automovil;ninguno;2;2;Malo
1;Masculino;Soltero;47;>=7;Alquilada;4;No;Empleado;creditos pagados;0;Automovil;8335;36;No;Ninguno;ninguno;1;1;Malo
2;Masculino;Soltero;38;1<=X<4;Alquilada;2;Si;Empleado;creditos pagados con retraso;2;Aumento capital;6681;48;No;Ninguno;ninguno;1;2;Bueno
0;Masculino;Soltero;44;1<=X<4;Propio;2;Si;Empleado;creditos pagados con retraso;1;Aumento capital;2375;24;5<=X<10;Automovil;ninguno;2;2;Bueno
1;Femenino;divorciada/separada;23;<1;Alquilada;2;Si;Empleado;creditos pagados;0;Reparaciones;1216;18;<1;Automovil;ninguno;1;1;Malo
1;Masculino;Soltero;34;>=7;Alquilada;3;No;Empleado;sin creditos;0;Aumento capital;11816;45;<1;Automovil;ninguno;2;1;Malo
2;Femenino;divorciada/separada;42;>=7;Propio;3;Si;Empleado;creditos pagados;0;Electrodomestico;5084;24;No;Automovil;ninguno;1;1;Bueno
3;Femenino;divorciada/separada;25;<1;Propio;2;No;Empleado;creditos pagados;0;Electrodomestico;2327;15;<1;Casa;ninguno;1;1;Malo
1;Masculino;Soltero;48;1<=X<4;Propio;4;No;Empleado;sin creditos;0;Reparaciones;1082;12;<1;Automovil;ninguno;2;1;Malo
0;Femenino;divorciada/separada;41;1<=X<4;Propio;2;No;Empleado;creditos pagados;0;Electrodomestico;886;12;No;Automovil;ninguno;1;1;Bueno
0;Femenino;divorciada/separada;33;<1;Alquilada;3;No;Empleado;creditos pagados;0;Aumento capital;601;4;<1;Maquinaria;ninguno;1;2;Bueno
1;Masculino;Casado;63;>=7;Propio;4;Si;Empleado;creditos existentes;0;Reparaciones;2957;24;<1;Terreno-Construccion;ninguno;2;1;Bueno
0;Masculino;Casado;46;>=7;Propio;3;No;Empleado;creditos existentes;0;Electrodomestico;2611;24;<1;Casa;co-solicitante;2;1;Bueno
1;Masculino;Soltero;29;4<=X<7;Propio;2;No;Empleado;creditos pagados;0;Aumento capital;5179;36;<1;Terreno-Construccion;ninguno;1;1;Malo
0;Masculino;Soltero;28;1<=X<4;Propio;2;No;Obrero/Agricultor;creditos pagados con retraso;1;Reparaciones;2993;21;<1;Casa;ninguno;2;1;Bueno
0;Femenino;divorciada/separada;33;<1;Propio;3;No;Empleado;creditos pagados;0;Reparaciones;1943;18;<1;Casa;ninguno;1;1;Malo
0;Masculino;Casado;50;4<=X<7;Propio;4;Si;Empleado;creditos pagados;0;Aumento capital;1559;18;<1;Automovil;ninguno;1;1;Bueno
0;Masculino;Soltero;47;>=7;Propio;4;Si;Empleado;creditos pagados;0;Aumento capital;3422;18;<1;Terreno-Construccion;ninguno;3;2;Bueno
2;Masculino;Soltero;35;4<=X<7;Propio;3;Si;Empleado;creditos pagados;0;Aumento capital;3976;21;No;Automovil;ninguno;1;1;Bueno
0;Masculino;Casado;62;1<=X<4;Alquilada;4;No;Empleado;creditos pagados;0;Reparaciones;6761;18;No;Automovil;ninguno;2;1;Malo
0;Masculino;Casado;28;<1;Propio;2;No;Empleado;creditos pagados;0;Reparaciones;1249;24;<1;Casa;ninguno;1;1;Bueno
1;Masculino;Casado;59;4<=X<7;Propio;4;No;Empleado;creditos pagados;0;Electrodomestico;1364;9;<1;Casa;ninguno;1;1;Bueno
1;Masculino;Casado;57;>=7;Propio;4;No;Obrero/Agricultor;creditos pagados;0;Electrodomestico;709;12;<1;Casa;ninguno;1;1;Malo
1;Masculino;Casado;33;1<=X<4;Alquilada;2;No;Empleado;creditos existentes;0;Reparaciones;2235;20;<1;Terreno-Construccion;garante;2;1;Malo
0;Masculino;Soltero;43;4<=X<7;Propio;4;Si;Empleado;creditos existentes;0;Reparaciones;4042;24;No;Terreno-Construccion;ninguno;2;1;Bueno
0;Masculino;Soltero;35;1<=X<4;Alquilada;3;Si;Empleado;creditos existentes;0;Electrodomestico;1471;15;<1;Ninguno;ninguno;2;1;Bueno
1;Masculino;Soltero;32;4<=X<7;Alquilada;3;No;Obrero/Agricultor;creditos pagados;0;Reparaciones;1442;18;<1;Ninguno;ninguno;2;2;Malo
0;Masculino;Soltero;45;>=7;Propio;2;Si;Empleado;creditos pagados con retraso;2;Reparaciones;10875;36;<1;Automovil;ninguno;2;2;Bueno
0;Masculino;Casado;33;<1;Propio;3;Si;Empleado;creditos pagados;0;Reparaciones;1474;24;1<=X<5;Casa;ninguno;1;1;Bueno
0;Femenino;divorciada/separada;40;4<=X<7;Propio;3;Si;Empleado;creditos pagados;0;Educacion;894;10;No;Terreno-Construccion;ninguno;1;1;Bueno
0;Masculino;Soltero;28;1<=X<4;Alquilada;2;Si;Empleado;creditos existentes;0;Aumento capital;3343;15;<1;Ninguno;ninguno;1;1;Bueno
1;Femenino;divorciada/separada;29;1<=X<4;Propio;2;Si;Empleado;creditos pagados;0;Reparaciones;3959;15;<1;Terreno-Construccion;ninguno;1;1;Malo
0;Masculino;Soltero;26;1<=X<4;Alquilada;2;No;Empleado;creditos pagados;0;Reparaciones;3577;9;1<=X<5;Maquinaria;garante;1;2;Bueno
0;Masculino;Soltero;27;1<=X<4;Propio;2;No;Empleado;creditos existentes;0;Automovil;5804;24;>=10;Casa;ninguno;2;1;Bueno
0;Masculino;Casado;28;1<=X<4;Propio;2;Si;Empleado;creditos pagados con retraso;1;Aumento capital;2169;18;<1;Automovil;ninguno;1;1;Malo
1;Femenino;divorciada/separada;35;<1;Propio;2;Si;Empleado;creditos pagados;0;Electrodomestico;2439;24;<1;Casa;ninguno;1;1;Malo
